TITOLO,ISSN
SCIENZA & POLITICA,1825-9618
SCIENZA E PACE,.
SCIENZA E PACE,2039-1749
SCIENZASOCIETA,0392-7946
SCIRES-IT,2239-4303
SCOTTISH JOURNAL OF POLITICAL ECONOMY,0036-9292
SCREEN CITY,2281-1516
SCREEN CITY,2281-2210
SCRITTURE DI STORIA,1590-7945
SCUOLA DELL'INFANZIA,1590-3206
SCUOLA DEMOCRATICA,.
SCUOLA DEMOCRATICA,1129-731X
SCUOLA DEMOCRATICA,2039-2699
SCUOLA E CITTÀ,0036-9853
SECURITY DIALOGUE,0967-0106
SECURITY JOURNAL,0955-1662
SECURITY STUDIES,0963-6412
SEGNO,0391-3910
SEMESTRALE DI STUDI E RICERCHE DI GEOGRAFIA,1125-5218
SEMIOTICA,0037-1998
SEMIOTICA,1613-3692
SENS PUBLIC,1767-9397
SERVIÇO SOCIAL & SOCIEDADE,0101-6628
SERVIZI SOCIALI OGGI,1825-1633
SETTENTRIONE. NUOVA SERIE,1237-9964
SEXUALITY RESEARCH AND SOCIAL POLICY,1868-9884
SICUREZZA E SCIENZE SOCIALI,2283-8740
SIEGENER PERIODICUM ZUR INTERNATIONALEN EMPIRISCHEN LITERATURWISSENSCHAFT,0722-7833
SIFP,1825-0327
SIGN SYSTEMS STUDIES,1406-4243
SIMMEL NEWSLETTER,0939-2327
SIMMEL STUDIES,1616-2552
SIMONE DE BEAUVOIR STUDIES,1063-2042
SIMPLEGADI,1721-5633
SIMULATION,0037-5497
SIMULATION MODELING PRACTICE AND THEORY,1569-190X
SINCRONIE,1127-2619
SINERGIE,0393-5108
SINESTESIE,1721-3509
SINTESI,1828-5155
SINTESI,2240-2918
SISTEMA PREVIDENZA,1122-2271
SISTEMI INTELLIGENTI,1120-9550
SITUATIONS,1559-1565
SLOVO,0183-6080
SMALL WARS & INSURGENCIES,0959-2318
SMALL WARS & INSURGENCIES,1743-9558
SOCIAL & LEGAL STUDIES,0964-6639
SOCIAL ANALYSIS,0155-977X
SOCIAL ANTHROPOLOGY,0964-0282
SOCIAL ANTHROPOLOGY,1469-8676
SOCIAL BIOLOGY,0037-766X
SOCIAL CHOICE AND WELFARE,0176-1714
SOCIAL COMPASS,0037-7686
SOCIAL EPISTEMOLOGY,0269-1728
SOCIAL EUROPE,.
SOCIAL FORCES,0037-7732
SOCIAL HOUSING,1974-6997
SOCIAL IDENTITIES,1350-4630
SOCIAL INCLUSION,2183-2803
SOCIAL INDICATORS RESEARCH,0303-8300
SOCIAL ISSUES AND POLICY REVIEW,1751-2395
SOCIAL ISSUES AND POLICY REVIEW,1751-2409
SOCIAL JUSTICE RESEARCH,0885-7466
SOCIAL MOVEMENT STUDIES,1474-2837
SOCIAL NETWORKS,0378-8733
SOCIAL PHILOSOPHY & POLICY,0265-0525
SOCIAL PHILOSOPHY AND POLICY,1471-6437
SOCIAL POLICY & ADMINISTRATION,0144-5596
SOCIAL POLICY & ADMINISTRATION,1467-9515
SOCIAL POLICY AND SOCIETY,1474-7464
SOCIAL POLITICS,1072-4745
SOCIAL POLITICS,1468-2893
SOCIAL PROBLEMS,0037-7791
SOCIAL SCIENCE & MEDICINE,0277-9536
SOCIAL SCIENCE COMPUTER REVIEW,0894-4393
SOCIAL SCIENCE HISTORY,0145-5532
SOCIAL SCIENCE INFORMATION,0539-0184
SOCIAL SCIENCE JOURNAL,0362-3319
SOCIAL SCIENCE QUARTERLY,0038-4941
SOCIAL SCIENCE RESEARCH,0049-089X
SOCIAL SCIENCE RESEARCH,1096-0317
SOCIAL SCIENTIST,0970-0293
SOCIAL SECURITY BULLETIN,0037-7910
SOCIAL SEMIOTICS,1035-0330
SOCIAL STUDIES,0332-0502
SOCIAL STUDIES OF SCIENCES,0306-3127
SOCIAL STUDIES OF SCIENCES,1460-3659
SOCIAL TEXT,0164-2472
SOCIAL THEORY & HEALTH,14778211
SOCIAL THEORY AND PRACTICE,0037-802X
SOCIAL THEORY AND PRACTICE,2154-123X
SOCIAL TRENDS,.
SOCIAL WORK,0037-8046
SOCIAL WORK & SOCIETY,1613-8953
SOCIAL WORK EDUCATION,0261-5479
SOCIALISM AND DEMOCRACY,0885-4300
SOCIALNI STUDIA,1214-813X
SOCIALNO DELO,0352-7956
SOCIEDADE E CULTURA,1980-8194
SOCIEDADE E ESTADO,0102-6992
SOCIETÀ E STORIA,0391-6987
SOCIETÀMUTAMENTOPOLITICA,2038-3150
SOCIETAS COMMUNITAS,1895-6890
SOCIÉTÉS,0765-3697
SOCIÉTÉS CONTEMPORAINES,1150-1944
SOCIETIES WITHOUT BORDERS,1871-8868
SOCIETY & NATURAL RESOURCES,0894-1920
SOCIETY AND BUSINESS REVIEW,1746-5680
SOCIETY AND MENTAL HEALTH,2156-8693
SOCIO-ECONOMIC REVIEW,1475-1461
SOCIOLOGI@DRES,2036-6310
SOCIOLOGIA,0038-0156
SOCIOLOGIA,0049-1225
SOCIOLOGIA,0873-6529
SOCIOLOGIA DEL DIRITTO,0390-0851
SOCIOLOGIA DEL LAVORO,0392-5048
SOCIOLOGIA DEL LAVORO,1972-554X
SOCIOLOGIA DELLA COMUNICAZIONE,1121-1733
SOCIOLOGIA DELLA COMUNICAZIONE,1972-4926
SOCIOLOGIA E POLITICHE SOCIALI,1591-2027
SOCIOLOGIA E RICERCA SOCIALE,1121-1148
SOCIOLOGIA INTERNATIONALIS,0038-0164
SOCIOLOGIA ITALIANA,2281-2652
SOCIOLOGIA RURALIS,0038-0199
SOCIOLOGIA URBANA E RURALE,0392-4939
SOCIOLOGICA,1971-8853
SOCIOLÓGICA,0187-0173
SOCIOLOGICAL FORUM,0884-8971
SOCIOLOGICAL METHODOLOGY,0081-1750
SOCIOLOGICAL METHODS & RESEARCH,0049-1241
SOCIOLOGICAL ORIGINS,1557-9727
SOCIOLOGICAL QUARTERLY,0038-0253
SOCIOLOGICAL RESEARCH ONLINE,1360-7804
SOCIOLOGICAL REVIEW,0038-0261
SOCIOLOGICAL THEORY,0735-2751
SOCIOLOGIČESKI PROBLEMI,0324-1572
SOCIOLOGICKY CASOPIS,0038-0288
SOCIOLOGIE DU TRAVAIL,0038-0296
SOCIOLOGIE ET SOCIÉTÉS,0038-030X
SOCIOLOGIE SANTÉ,0998-0113
SOCIOLOGIES,1992-2655
SOCIOLOGIES PRATIQUES,1295-9278
SOCIO-LOGOS,1950-6724
SOCIOLOGY COMPASS,1751-9020
SOCIOLOGY MIND,2160-083X
SOCIOLOGY OF EDUCATION,0038-0407
SOCIOLOGY OF HEALTH & ILLNESS,0141-9889
SOCIOLOGY OF RELIGION,1069-4404
SOCIOLOGY STUDY,2159-5526
SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0038-0385
SOFIA,1642-1248
SOFIA PHILOSOPHICAL REVIEW,.
SOFT POWER,2389-8232
SOPHIA,2036-5047
SORTUZ,1988-0847
SOUTH AFRICAN HISTORICAL JOURNAL,0258-2473
SOUTH EUROPEAN SOCIETY & POLITICS,1360-8746
SOUTHEASTERN EUROPE,0094-4467
SOZIAL EXTRA,0931-279X
SOZIAL.GESCHICHTE ONLINE,1869-4748
SOZIALE SYSTEME,0948-423X
SOZIALE TECHNIK,1022-6893
SOZIALE WELT,0038-6073
SOZIOLOGIE,0340-918X
SPACE AND CULTURE,1206-3312
SPAGNA CONTEMPORANEA,1121-7480
SPAZIO ARCHITETTURA,.
SPAZIO FILOSOFICO,2038-6788
SPORT EDUCATION AND SOCIETY,1357-3322
SPORT IN SOCIETY,1743-0437
SR SCIENZE REGIONALI,1720-3929
ST. ANTONY'S INTERNATIONAL REVIEW,1746-4528
ST. JOHN'S JOURNAL OF LEGAL COMMENTARY,1049-0299
STATE POLITICS & POLICY QUARTERLY,1532-4400
STATISTICA,0390-590X
STATISTICA APPLICATA,1125-1964
STATISTICAL JOURNAL OF THE UNITED NATIONS ECONOMIC COMMISSION FOR EUROPE,0167-8000
STATO E MERCATO,0392-9701
"STATO, CHIESE E PLURALISMO CONFESSIONALE",1971-8543
STICHPROBEN,1992-8610
STIMMEN DER ZEIT,0039-1492
STORIA AMMINISTRAZIONE COSTITUZIONE,1126-5825
STORIA CONTEMPORANEA,0039-1875
STORIA CONTEMPORANEA IN FRIULI,1127-0977
STORIA DEL PENSIERO ECONOMICO,1828-1990
STORIA DEL PENSIERO POLITICO,2279-9818
STORIA DEL TURISMO. ANNALE,1825-6848
STORIA DELLA STORIOGRAFIA,0392-8926
STORIA DELLE DONNE,1826-7505
STORIA DELLE DONNE,1826-7513
STORIA DELLE RELAZIONI INTERNAZIONALI,1120-0677
STORIA DI VENEZIA,1825-5132
STORIA E FUTURO,1720-190X
STORIA E POLITICA,2036-3907
STORIA E POLITICA,2037-0520
STORIA E PROBLEMI CONTEMPORANEI,1120-4206
STORIA E SOCIETÀ,.
STORIA ECONOMICA,1824-5064
STORIA MILITARE,1122-5289
STORIA NORDAMERICANA,0393-3385
STORIA POLITICA SOCIETÀ,2239-5156
STORIA URBANA,0391-2248
"STORIA, ANTROPOLOGIA E SCIENZE DEL LINGUAGGIO",0394-7963
STORIADELMONDO,1721-0216
STORICA,1125-0194
STORICAMENTE,1825-411X
STORIOGRAFIA,1128-2339
STRATEGIC REVIEW FOR SOUTHERN AFRICA,1013-1108
STRUCTURAL EQUATION MODELING,1070-5511
STUDI CULTURALI,1824-369X
STUDI DI ESTETICA,0585-4733
STUDI DI MUSEOLOGIA AGRARIA,1724-0298
STUDI DI SOCIOLOGIA,0039-291X
STUDI D'ITALIANISTICA NELL'AFRICA AUSTRALE,1012-2338
STUDI E DOCUMENTI DEGLI ANNALI DELLA PUBBLICA ISTRUZIONE,2035-5807
STUDI E NOTE DI ECONOMIA,1590-0401
STUDI E RICERCHE DI STORIA CONTEMPORANEA,1974-2614
STUDI E RICERCHE. DIPARTIMENTO DI SCIENZE PEDAGOGICHE PSICOLOGICHE E DIDATTICHE. UNIVERSITÀ DI LECCE,1125-0208
STUDI ECONOMICI,0039-2928
STUDI ECONOMICI E SOCIALI,0391-8750
STUDI EMIGRAZIONE,0039-2936
STUDI ETNO-ANTROPOLOGICI E SOCIOLOGICI,1972-876X
STUDI FILOSOFICI,1124-1047
STUDI FRANCESI,0039-2944
STUDI GARIBALDINI,1974-2754
STUDI IRLANDESI,2239-3978
STUDI ITALIANI DI LINGUISTICA TEORICA E APPLICATA,0390-6809
STUDI KANTIANI,1123-4938
STUDI MAGREBINI,0585-4954
STUDI MEDIEVALI E MODERNI,1593-0947
STUDI NOVECENTESCHI,0303-4615
STUDI ORGANIZZATIVI,0391-8769
STUDI PARLAMENTARI E DI POLITICA COSTITUZIONALE,0303-9714
STUDI PIACENTINI,1125-1972
STUDI PIEMONTESI,0392-7261
STUDI ROMANI,0039-2995
STUDI SENESI,0039-3010
STUDI SETTECENTESCHI,0392-7326
STUDI STORICI,0039-3037
STUDI SULLA FORMAZIONE,1127-1124
STUDI SULLA QUESTIONE CRIMINALE,1828-4973
STUDI TRENTINI DI SCIENZE STORICHE. SEZIONE PRIMA,0392-0690
STUDI TRENTINI. STORIA,2240-0338
"STUDI URBINATI B, SCIENZE UMANE E SOCIALI",1125-2057
STUDI URBINATI DI SCIENZE GIURIDICHE POLITICHE ED ECONOMICHE. NUOVA SERIE A,1825-1676
STUDI VENEZIANI,0392-0437
STUDI ZANCAN,1591-2965
STUDIA AFRICANA,1130-5703
STUDIA ET DOCUMENTA HISTORIAE ET IURIS,1026-9169
STUDIA EUROPEJSKIE,1428-149X
STUDIA HISTORICA. HISTORIA CONTEMPORANEA,0213-2087
STUDIA ISLAMICA,0585-5292
STUDIA LEIBNITIANA: ZEITSCHRIFT FÜR GESCHICHTE DER PHILOSOPHIE UND DER WISSENSCHAFTEN,0039-3185
STUDIA PATAVINA,0039-3304
STUDIA PHAENOMENOLOGICA,1582-5647
STUDIA POLITICA,1582-4551
STUDIA SPINOZANA,0179-3896
"STUDIA UNIVERSITATIS ""PETRU MAIOR"". HISTORIA",1582-8433
STUDIES IN AMERICAN POLITICAL DEVELOPMENT,0898-588X
STUDIES IN AMERICAN POLITICAL DEVELOPMENT,1469-8692
STUDIES IN COMICS,2040-3232
STUDIES IN COMMUNICATION SCIENCES,1424-4896
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,0039-3606
STUDIES IN CONFLICT AND TERRORISM,1057-610X
STUDIES IN EAST EUROPEAN THOUGHT,0925-9392
"STUDIES IN ETHICS, LAW, AND TECHNOLOGY",1941-6008
STUDIES IN ETHNICITY AND NATIONALISM,1473-8481
STUDIES IN HIGHER EDUCATION,0307-5079
STUDIES IN INTERRELIGIOUS DIALOGUE,0926-2326
STUDIES IN POLITICAL ECONOMY,0707-8552
STUDIUM,0039-4130
STUDIUM EDUCATIONIS,1722-8395
STUDIUM EDUCATIONIS,2035-844X
STUDIUM PHILOSOPHICUM,1721-3495
SUBJECTIVITY,1755-6341
SUBSTANCE USE & MISUSE,1082-6084
SUDAN STUDIES,0952-049X
SUDHOFFS ARCHIV,0039-4564
SULLA VIA DEL CATAI,1970-3449
SURVEILLANCE & SOCIETY,1477-7487
SURVEY RESEARCH METHODS,1864-3361
SURVIVAL,0039-6338
SURVIVAL,1468-2699
SUSTAINABILITY,1548-7733
SVILUPPO & ORGANIZZAZIONE,0391-7045
SVILUPPO LOCALE,1974-2193
SWIF. SERVIZIO WEB ITALIANO PER LA FILOSOFIA,1126-4780
SWISS POLITICAL SCIENCE REVIEW,1424-7755
SWISS POLITICAL SCIENCE REVIEW,1662-6370
SYMBOLIC INTERACTION,0195-6086
SYMBOLON,1126-0173
SYNAXIS,1826-5154
SYNERGIES ROUMANIE,1841-8333
SYNESIS,1984-6754
SYNTHESE,0039-7857
SYSTEMIC PRACTICE AND ACTION RESEARCH,1094-429X
TAFTER JOURNAL,1974-563X
TAILORING BIOTECHNOLOGIES,1574-1990
TAO TRANSMITTING ARCHITECTURE ORGAN,2038-0860
TAP. TIJDSCHRIFT VOOR ARBEID EN PARTICIPATIE,1388-1558
TECHNAI,2036-8097
TECHNOETIC ARTS,1477-965X
TECHNOLOGY AND INNOVATION,1949-8241
TECHNOLOGY IN SOCIETY,0160-791X
TECHNOLOGY REVIEW,1128-868X
TECHNOLOGY REVIEW (1998),1099-274X
TECNOSCIENZA,2038-3460
TELECOMMUNICATIONS POLICY,0308-5961
TELEKTRONIKK,0085-7130
TELEMATICS AND INFORMATICS,0736-5853
TELEVISION & NEW MEDIA,1527-4764
TELOS,0090-6514
TELOS,0213-084X
TEMENOS,0497-1817
TEMPERANTER,2037-2965
TEMPO E ARGUMENTO,2175-1803
TEMPO PRESENTE,0040-3059
TEMPO SOCIAL,0103-2070
TEMPORALITÉS,1777-9006
TEORIA,1122-1259
TEORIA DEL DIRITTO E DELLO STATO,1721-8098
TEORIA E CRITICA DELLA REGOLAZIONE SOCIALE,1970-5476
TEORIA E STORIA DEL DIRITTO PRIVATO,2036-2528
TEORIÂ MODY,1992-5646
TEORIA POLITICA,0394-1248
TÉOROS,0712-8657
TERAPIA FAMILIARE,0391-2868
TERRA D'ESTE,1127-2910
TERRITORIO,1825-8689
TERRORISM AND POLITICAL VIOLENCE,0954-6553
TERRORISM AND POLITICAL VIOLENCE,1556-1836
TERTIARY EDUCATION AND MANAGEMENT,1358-3883
TERZO OCCHIO,0390-0355
TESTO & SENSO,2036-2293
TEXT & TALK,1860-7330
TEXTILE,1475-9756
TEXTURA,1518-4919
THE AMERICAN HISTORICAL REVIEW,0002-8762
THE AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,0002-9246
THE AMERICAN JOURNAL OF FAMILY THERAPY,0192-6187
THE AMERICAN JOURNAL OF HOSPICE AND PALLIATIVE CARE,1049-9091
THE AMERICAN JOURNAL OF SOCIOLOGY,0002-9602
THE AMERICAN POLITICAL SCIENCE REVIEW,1537-5943
THE AMERICAN SOCIOLOGIST,0003-1232
THE AUSTRALASIAN REVIEW OF AFRICAN STUDIES,1447-8420
THE AUSTRALIAN JOURNAL OF POLITICS AND HISTORY,0004-9522
THE B.E. JOURNAL OF ECONOMIC ANALYSIS & POLICY,1935-1682
THE BIANNUAL NEWSLETTER OF THE CONFERENCE GROUP ON ITALIAN POLITICS & SOCIETY,1077-9043
THE BOLOGNA CENTER JOURNAL OF INTERNATIONAL AFFAIRS,1592-3436
THE BRITISH JOURNAL OF POLITICS AND INTERNATIONAL RELATIONS,1369-1481
THE CALCUTTA HISTORICAL JOURNAL,0254-9794
THE CARDOZO ELECTRONIC LAW BULLETIN,1128-322X
THE CHINA AND EURASIA FORUM QUARTERLY,1653-4212
THE CHINESE JOURNAL OF INTERNATIONAL POLITICS,1750-8916
THE COMMONER,2041-6040
THE COMMUNICATION REVIEW,1071-4421
THE DALHOUSIE REVIEW,0011-5827
THE ECONOMICS OF PEACE AND SECURITY JOURNAL,1749-852X
THE EPMA JOURNAL,1878-5077
THE EPMA JOURNAL,1878-5085
THE EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,0957-8811
THE EUROPEAN JOURNAL OF HEALTH ECONOMICS,1618-7601
THE EUROPEAN JOURNAL OF HIGHER ARTS EDUCATION,1571-9936
THE EUROPEAN JOURNAL OF SOCIAL QUALITY,1461-7919
"THE EUROPEAN LEGACY, TOWARD NEW PARADIGMS",1084-8770
"THE EUROPEAN PHYSICAL JOURNAL. B, CONDENSED MATTER PHYSICS",1434-6028
THE EUROPEAN UNION REVIEW,1606-8963
THE FLORIDA HISTORICAL QUARTERLY,0015-4113
THE FUTURE OF CHILDREN,1054-8289
THE GLOBAL STUDIES JOURNAL,1835-4432
THE HISPANIC AMERICAN HISTORICAL REVIEW,0018-2168
THE HISPANIC AMERICAN HISTORICAL REVIEW,1527-1900
THE HISTORICAL JOURNAL,0018-246X
THE HISTORY OF ECONOMIC THOUGHT,1880-3164
THE HOWARD JOURNAL OF CRIMINAL JUSTICE,0265-5527
THE ICFAI JOURNAL OF HISTORY AND CULTURE,0973-8517
THE INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW,0019-4646
THE INDIAN HISTORICAL REVIEW,0376-9836
THE INFORMATION SOCIETY,0197-2243
THE INFORMATION SOCIETY,1087-6537
THE INTERNATIONAL COMMUNICATION GAZETTE,1748-0485
THE INTERNATIONAL COMMUNICATION GAZETTE,1748-0493
THE INTERNATIONAL HISTORY REVIEW,0707-5332
THE INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES,0361-7882
THE INTERNATIONAL JOURNAL OF CHILDREN'S RIGHTS,0927-5568
THE INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,1044-4068
THE INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,0214-6282
THE INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,0958-5192
THE INTERNATIONAL JOURNAL OF INTERDISCIPLINARY SOCIAL SCIENCES,1833-1882
THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND INFORMATION TECHNOLOGY,1923-0265
THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND INFORMATION TECHNOLOGY,1923-0273
THE INTERNATIONAL JOURNAL OF PRESS/POLITICS,1940-1612
THE INTERNATIONAL JOURNAL OF PUBLIC SECTOR MANAGEMENT,0951-3558
THE INTERNATIONAL JOURNAL OF SOCIOLOGY & SOCIAL POLICY,0144-333X
"THE INTERNATIONAL JOURNAL OF TECHNOLOGY, KNOWLEDGE AND SOCIETY",1832-3669
THE INTERNATIONAL JOURNAL OF THE HISTORY OF SPORT,0952-3367
THE INTERNATIONAL JOURNAL OF THE HUMANITIES,1447-9508
THE INTERNATIONAL SCOPE REVIEW,1374-738X
THE INTERNATIONAL SPECTATOR,0393-2729
THE ISRAEL JOURNAL OF FOREIGN AFFAIRS,1565-9631
THE ITALIAN AMERICAN REVIEW,0535-9120
THE ITALIAN JOURNAL OF PEDIATRICS,1824-7288
THE ITALIANIST,0261-4340
THE IUP JOURNAL OF KNOWLEDGE MANAGEMENT,.
THE JOURNAL OF AGRICULTURAL EDUCATION AND EXTENSION,1389-224X
"THE JOURNAL OF ARTS MANAGEMENT, LAW, AND SOCIETY",1063-2921
THE JOURNAL OF BRITISH STUDIES,0021-9371
THE JOURNAL OF COMMUNIST STUDIES AND TRANSITION POLITICS,1352-3279
THE JOURNAL OF COMMUNITY INFORMATICS,1712-4441
THE JOURNAL OF CONTEMPORARY CHINA,1067-0564
THE JOURNAL OF DESIGN,.
THE JOURNAL OF GLOBAL DRUG POLICY AND PRACTICE,1934-4708
THE JOURNAL OF HIGHER EDUCATION,0022-1546
THE JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,0308-6534
THE JOURNAL OF INDUSTRIAL RELATIONS,0022-1856
THE JOURNAL OF JAPANESE STUDIES,0095-6848
THE JOURNAL OF LEGAL STUDIES,0047-2530
THE JOURNAL OF LIBYAN STUDIES,1471-3403
THE JOURNAL OF MARKETS & MORALITY,1098-1217
THE JOURNAL OF MATHEMATICAL SOCIOLOGY,0022-250X
THE JOURNAL OF MEDIA LITERACY EDUCATION,2167-8715
THE JOURNAL OF MODERN HISTORY,1537-5358
THE JOURNAL OF POLITICS,0022-3816
THE JOURNAL OF REGIONAL ANALYSIS & POLICY,1090-4999
THE JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY,0022-4278
THE JOURNAL OF SOCIAL ISSUES,0022-4537
THE JOURNAL OF SOCIAL PSYCHOLOGY,0022-4545
THE JOURNAL OF SPECULATIVE PHILOSOPHY,0891-625X
THE JOURNAL OF TECHNOLOGY TRANSFER,0892-9912
THE JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,1359-0987
THE JOURNAL OF UROLOGY,0022-5347
THE LAB'S QUARTERLY,1724-451X
THE LANCET GLOBAL HEALTH,2214-109X
THE LEADERSHIP QUARTERLY,1048-9843
THE LEARNING ORGANIZATION,0969-6474
THE MAGHREB REVIEW,0309-457X
THE MEDIEVAL REVIEW,1096-746X
THE MIDDLE EAST JOURNAL,0026-3141
THE MILBANK QUARTERLY,0887-378X
THE MINNESOTA REVIEW,0026-5667
THE MODERN LAW REVIEW,0026-7961
THE MUSLIM WORLD,0027-4909
THE NEW REVIEW OF HYPERMEDIA AND MULTIMEDIA,1361-4568
THE NONPROLIFERATION REVIEW,1073-6700
THE OPEN EDUCATION JOURNAL,1874-9208
THE PACIFIC REVIEW,0951-2748
THE PACIFIC REVIEW,1470-1332
THE POLITICAL QUARTERLY,0032-3179
THE RADIO JOURNAL,1476-4504
THE REVIEW OF INTERNATIONAL ORGANIZATIONS,1559-7431
THE REVIEW OF POLICY RESEARCH,1541-1338
THE REVIEW OF POLITICS,0034-6705
THE REVIEW OF POLITICS,1748-6858
THE REVIEW OF REGIONAL STUDIES,0048-749X
THE SERVICE INDUSTRIES JOURNAL,0264-2069
THE SEVENTEENTH CENTURY,0268-117X
THE SOCIAL SERVICE REVIEW,0037-7961
THE SOUTH ATLANTIC QUARTERLY,0038-2876
THE SOUTHERN JOURNAL OF PHILOSOPHY,0038-4283
THE SOUTHERN JOURNAL OF PHILOSOPHY,2041-6962
THE STATA JOURNAL,1536-867X
THE TOCQUEVILLE REVIEW,0730-479X
THE WASHINGTON QUARTERLY,1530-9177
THE WHITEHEAD JOURNAL OF DIPLOMACY AND INTERNATIONAL RELATIONS,1936-3419
THE WORLD OF MUSIC,0043-8774
THEOLOGIE UND PHILOSOPHIE,0040-5655
THEORETICAL CRIMINOLOGY,1362-4806
THEORETICAL INQUIRIES IN LAW,1565-1509
THEORIA,0040-5817
THEORY & EVENT,1092-311X
THEORY AND SOCIETY,0304-2421
THEORY AND SOCIETY,1573-7853
THEORY CULTURE & SOCIETY,0263-2764
THEORY IN ACTION,1937-0229
"THEORY, CULTURE & SOCIETY",1460-3616
THESIS ELEVEN,0725-5136
THIRD TEXT,0952-8822
THIRD WORLD QUARTERLY,0143-6597
THIRD WORLD QUARTERLY,1360-2241
THULE. RIVISTA ITALIANA DI STUDI AMERICANISTICI,1126-8611
TIGOR,2035-584X
TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,0040-747X
TIME & SOCIETY,0961-463X
TOKIWA INTERNATIONAL VICTIMOLOGY INSTITUTE JOURNAL,.
TOKOVI ISTORIJE,0354-6497
TOPLUMSAL TARIH,1300-7025
TOPOI,0167-7411
TOPOLOGIK,2036-5683
TOPOLOGIK.NET,1828-5929
TORONTO JOURNAL OF JEWISH THOUGHT,.
TOTALITARIAN MOVEMENTS AND POLITICAL RELIGIONS,1469-0764
TOURISM AND HOSPITALITY PLANNING & DEVELOPMENT,1479-053X
TOURISMOS,1790-8418
TOWN PLANNING REVIEW,0041-0020
TPM. TESTING PSICOMETRIA METODOLOGIA,1720-0121
"TPM. TESTING, PSYCHOMETRICS, METHODOLOGY IN APPLIED PSYCHOLOGY",1972-6325
TRANS,1697-0101
TRANS. INTERNET-ZEITSCHRIFT FÜR KULTURWISSENSCHAFTEN,1560-182X
TRANSACTIONS OF THE CHARLES S. PEIRCE SOCIETY,0009-1774
TRANSACTIONS OF THE HISTORICAL SOCIETY OF GHANA,0855-3246
TRANSFER,1024-2589
TRANSGENIC RESEARCH,0962-8819
TRANSITIONS,1557-2277
TRANSLATIONAL MEDICINE @ UNISA,2239-9747
TRANSYLVANIAN REVIEW,1221-1249
"TRAUMA, VIOLENCE & ABUSE",1524-8380
"TRAVAIL, GENRE ET SOCIÉTÉS",1294-6303
TRENDS IN ORGANIZED CRIME,1084-4791
TRIBUNA,1223-8546
TRICKSTER,1972-6767
TRIERER THEOLOGISCHE ZEITSCHRIFT,0041-2945
TRIMESTRE,0393-408X
TUMORI,0300-8916
TUTOR,1971-7296
U & C. UNIFICAZIONE E CERTIFICAZIONE,0394-9605
ULTIMA DÉCADA (IMPRESA),0717-4691
UNISCI DISCUSSION PAPERS,1696-2206
UNIVERSITÀ E SCUOLA,1124-5492
UNIVERSITAS,0393-2702
UOMO & CULTURA,0566-8794
URBAN,1138-0810
URBAN AFFAIRS REVIEW,1078-0874
URBAN FORESTRY & URBAN GREENING,1618-8667
URBAN GEOGRAPHY,0272-3638
URBAN HISTORY,0963-9268
URBAN HISTORY,1469-8706
URBAN POLICY AND RESEARCH,0811-1146
URBAN RESEARCH & PRACTICE,1753-5069
URBAN STUDIES,0042-0980
URBANISME,1240-0874
URBANISMUL,1844-802X
URBANISTICA,0042-1022
URBANISTICA DOSSIER,1128-8019
URBANISTICA INFORMAZIONI,0392-5005
URBANISTICATRE,1973-9702
URVIO. REVISTA LATINOAMERICANA DE SEGURIDAD CIUDADANA,1390-3691
USA-CHINA BUSINESS REVIEW,1537-1514
US-CHINA EDUCATION REVIEW,1548-6613
UTAFITI,0856-096X
UTILITAS,0953-8208
UTOPIA AND UTOPIANISM,1886-4120
UTRECHT LAW REVIEW,1871-515X
VA. VALUTAZIONE AMBIENTALE,1826-2201
VALUE IN HEALTH,1098-3015
VANGUARDIA DOSSIER,1579-3370
VENTUNESIMO SECOLO,1594-3755
VEREDAS DO DIREITO,1806-3845
VETERINARY RECORD,0042-4900
VILLA VIGONI. COMUNICAZIONI/MITTEILUNGEN,1126-6821
VINGTIÈME SIÈCLE,1950-6678
"VINGTIÈME SIÈCLE, REVUE D'HISTOIRE",0294-1759
VIOLENCE AGAINST WOMEN,1077-8012
VISIBLE,1778-042X
VISIONI LATINOAMERICANE,2035-6633
VISUAL COMMUNICATION,1470-3572
VISUAL SOCIOLOGY,1067-1684
VISUAL STUDIES,1472-586X
VOCATIONAL TRAINING,0378-5068
VOICES IN ITALIAN AMERICANA,1048-292X
VOLUNTAS,0957-8765
