TITOLO,ISSN
FILIGRANA,1243-5066
FILIGRANE,1192-1412
FILIGRANE,1773-9128
FILLIDE,2281-5007
FILM HISTORY,0892-2160
FILM HISTORY: AN INTERNATIONAL JOURNAL,1553-3905
FILM INTERNATIONAL,1651-6826
FILMCRITICA,0015-1513
FILOLOGIA ANTICA E MODERNA,1123-4059
FILOLOGIA E CRITICA,0391-2493
FILOLOGIA GERMANICA,2036-8992
FILOLOGIA ITALIANA,1724-6113
FILOLOGIA MEDIOLATINA,1124-0008
FILOLOGIA VENETA,1122-0511
FILOLOGICHESKIE NAUKI,1024-1817
FILOLOGIE RUSĂ,1224-2993
FILOLOŠKI PREGLED,0015-1807
FILOSOFIA DELL'ARTE,1826-2244
FILOSOFIA E QUESTIONI PUBBLICHE,1591-0660
FILOSOFIA E SOCIETÀ,0392-9779
FILOSOFIA E TEOLOGIA,1824-4963
FILOZOFSKA ISTRAZIVANJA,0351-4706
FILTER,0929-9394
FINANZA IMPRESE E MERCATI,1120-9461
FIRENZE ARCHITETTURA,1826-0772
FIRENZE EBRAICA,.
FIRST LANGUAGE,0142-7237
FLASH ART,0015-3524
FLASH ART INTERNATIONAL,0394-1493
FLAUBERT,1969-6191
FLORENTIA ILIBERRITANA,1131-8848
FLUMINENSIA,0353-4642
FLUSSER STUDIES,1661-5719
FM. FILOLOGIA MODERNA,0391-2485
FOGLI DI ANGLISTICA,1973-3178
FOGLI DI FILOSOFIA,2037-920X
FOLD&R.,1828-3179
FOLIA LINGUISTICA,0165-4004
FOLIA LINGUISTICA ET LITTERARIA,1800-8542
FOLIA LINGUISTICA HISTORICA,0168-647X
FOLIA ORIENTALIA,0015-5675
FOLIO,1357-406X
FOLIO (UTRECHT),1381-205X
FOLIUM,1592-9353
FONETICA SI DIALECTOLOGIE,0071-6855
FONTANE-BLÄTTER,0015-6175
FONTES,1127-6851
FONTES ARTIS MUSICAE,0015-6191
FONTES.PERIODICO SEMESTRALE DI FILOLOGIA CLASSICA E STORIA DELL'ARTE,1227-6851
FONTI MUSICALI ITALIANE,1594-7963
FOOD & HISTORY,1780-3187
FORENSIC SCIENCE INTERNATIONAL,0379-0738
FORM@RE,1825-7321
FORMAZIONE & INSEGNAMENTO,1973-4778
FORMAZIONE & INSEGNAMENTO,2279-7505
FORME DI VITA,1973-3607
FORMULES,1275-7713
FORO HISPANICO,0925-8620
FOROEUROPA,2038-5161
FORTVNATAE,1131-6810
FORUM,.
FORUM,0988-6486
FORUM,1598-7647
FORUM,1721-5811
FORUM CLASSICUM,1432-7511
FORUM FOR INTER-AMERICAN RESEARCH,1867-1519
FORUM FOR MODERN LANGUAGE STUDIES,0015-8518
FORUM FOR MODERN LANGUAGE STUDIES,1471-6860
FORUM ITALICUM,0014-5858
FORUM ITALICUM,2168-989X
FORUM IULII,0393-0041
FORUM SCHULE,.
FORUM SCHULE HEUTE,.
FORUM: QUALITATIVE SOCIAL RESEARCH,1438-5627
FOTOSTORICA,1723-9354
FOUNDATION,0306-4964
FOUNDATIONS OF SCIENCE,1233-1821
FRAGMENTA,1784-410X
FRAGMENTOS,0103-1783
FRAMEWORK,0306-7661
FRANÇAIS PRÉCLASSIQUE,1145-7023
FRANCISCAN STUDIES,0080-5459
FRANCISCANA,1129-230X
FRANCOFONIA,1121-953X
FRANCOFONÍA,1132-3310
FRANCO-ITALICA,1121-7189
FRANKFURTER AFRIKANISTISCHE BLATTER,0937-3039
FRANKFURTER ELEKTRONISCHE RUNDSCHAU ZUR ALTERTUMSKUNDE,1862-8478
FRATE FRANCESCO,0016-0091
FRECUENCIA L.,1146-5080
FREIBURGER UNIVERSITÄTSBLÄTTER,0016-0717
FREMDSPRACHE DEUTSCH,0937-3160
FRENCH FORUM,0098-9355
FRENCH STUDIES,0016-1128
FRENCH STUDIES,0262-2750
FRENCH STUDIES BULLETIN,1748-9180
FROM THE OTHER SHORE,1546-3516
FRONESIS,1825-3628
FRONTIER OF EARTH SCIENCE IN CHINA,1673-7490
FRONTIERA D'EUROPA,1723-4611
FRONTIERS IN NEUROROBOTICS,1662-5218
FRONTIERS IN PHYSIOLOGY,1664-042X
FRONTIERS IN PSYCHOLOGY,1664-1078
FRONTIERS OF HISTORY IN CHINA,1673-3401
FRÜHMITTELALTERLICHE STUDIEN,1613-0812
FRÜHNEUZEIT-INFO,0940-4007
FUNCTIONS OF LANGUAGE,0929-998X
FUNDAMENTA EUROPAEA,1730-9824
FUNDBERICHTE AUS ÖSTERREICH,0429-8926
FUNZIONE GAMMA,2240-2624
FUTHARK,1886-9300
FUTURIBILI,1971-0720
G.A.M.E.,2280-7705
GACETA NUMISMÁTICA,0210-2137
GAIA,1287-3349
GAIKOKUGO GAKKAISHI,1344-6436
GAIKOKUGOGAKU KENKYUU,1880-7828
GAKUJUTSU NO DŌKŌ,1342-3363
GALÁXIA,1982-2553
GALENOS,1973-5049
GALILAEANA,1971-6052
GARAGE,.
GAZETTE DU LIVRE MÉDIÉVAL,0753-5015
GAZETTE OF THE GROLIER CLUB,0533-2990
GAZETTE TULLIANA,2102-653X
"GEA, GIORNALE EUROPEO DI AEROBIOLOGIA",1825-2893
GEGENWARTSLITERATUR. A GERMAN STUDIES YEARBOOK,1617-8491
GENDAI TO BUNKA,1345-1758
GENDAISHI TECHŌ,1342-5544
GENDER STUDIES,1583-980X
GENERAL LINGUISTICS,0016-6553
GENERATIVE GRAMMAR IN GENEVA (GG@G),.
GENERAZIONI,1825-7631
GENESIS,1167-5101
GENESIS,1526-954X
GENESIS,1594-9281
GENETIC JOYCE STUDIES,2031-9002
GENETIC RESOURCES AND CROP EVOLUTION,0925-9864
GENGO KENKYU,0024-3914
GENRE,0016-6928
GEO UERJ,1981-9021
GEO.ALP,1824-7741
GEOARCHAEOLOGY,0883-6353
GEOCHRONOMETRIA,1733-8387
GEOGACETA,0213-683X
GEOGRAPHIA ANTIQUA,1121-8940
GEOINFORMATICS,1802-2669
GEOJOURNAL OF TOURISM AND GEOSITES,2065-0817
GÉOLINGUISTIQUE,0761-9081
GEOLOGIA CROATICA,1330-030X
GEOLOGIA DELL'AMBIENTE,1591-5352
GEOLOGICA CARPATHICA,1335-0552
GEOLOGICA ROMANA,0435-3927
GEO-MARINE LETTERS,0276-0460
GÉOMATIQUE EXPERT,1620-4859
GÉOMORPHOLOGIE,1266-5304
GEOMORPHOLOGY,0169-555X
GEOPHYSICAL JOURNAL INTERNATIONAL,0956-540X
GEOPHYSICAL RESEARCH ABSTRACTS,1607-7962
GEOPHYSICAL RESEARCH LETTERS,0094-8276
GEORG-BÜCHNER-JAHRBUCH,0722-3420
GEORG-FORSTER-STUDIEN,1439-9105
GEOSTORIE,1593-4578
GEOTEMA,1126-7798
GERBERTUS,2038-3657
GERIATRIC & MEDICAL INTELLIGENCE,1121-8460
GERION,0213-0181
GERMAN AS A FOREIGN LANGUAGE,1470-9570
GERMAN LIFE AND LETTERS,0016-8777
GERMAN LIFE AND LETTERS,1468-0483
GERMANISCH-ROMANISCHE MONATSSCHRIFT,0016-8904
GERMANISTISCHE MITTEILUNGEN,0771-3703
GERMANOSLAVICA,1210-9029
GERMENEVTIKA DREVNERUSSKOJ LITERATURY,1607-6192
GESCHICHTE DER GERMANISTIK,1613-0758
GESCHICHTE UND REGION/STORIA E REGIONE,1121-0303
GESCHICHTSBLÄTTER FÜR WALDECK,0342-0965
GESNERUS,0016-9161
GESPRÄCHSFORSCHUNG,1617-1837
GESTA – INTERNATIONAL CENTER OF MEDIEVAL ART,0016-920X
GESTURE,1568-1475
GETTY RESEARCH JOURNAL,1944-8740
GHREBH-,1679-9100
GIANO PANNONIO,1219-0578
GINESTRA,1436-2260
GINZE KEDEM,1565-7353
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,0017-0089
GIORNALE CRITICO DI STORIA DELLE IDEE,2240-7995
GIORNALE DI BORDO,0436-0052
GIORNALE DI FILOSOFIA,1827-5834
GIORNALE DI STORIA,2036-4938
GIORNALE DI STORIA CONTEMPORANEA,2037-7975
GIORNALE ITALIANO DI FILOLOGIA,0017-0461
GIORNALE STORICO DELLA LETTERATURA ITALIANA,0017-0496
GJORNÂL FURLAN DES SIENCIS,1824-5234
GJURMIME ALBANOLOGJIKE. FOLKLOR DHE ETNOLOGJI,0350-7998
GLASS TECHNOLOGY,0017-1050
GLEDALISKI LIST,1580-5484
GLEDALISKI LIST,1581-9884
GLEDALISKI LIST MESTNEGA GLEDALISCA LJUBLJANSKEGA,1580-9609
GLI ANNALI - UNIVERSITÀ PER GLI STRANIERI,1121-0370
GLI SPAZI DELLA MUSICA,2240-7944
GLOBAL AND PLANETARY CHANGE,0921-8181
GLOBAL JURIST ADVANCES,1535-1661
GLOBAL MEDIA JOURNAL,1550-7521
GLOCALE,2037-4453
GLOCALISM,2283-7949
GLOT INTERNATIONAL,1381-3439
GLOTTA,0017-1298
GLOTTODIDACTICA. AN INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS,0072-4769
GLOTTOPOL,1769-7425
GLOTTOTHEORY,1337-7892
GLOW NEWSLETTER,0924-8749
GNOMON,0017-1417
GNOMON,0952-326X
"GODISNIK NA SOFIJSKIJA UNIVERSITET ""SV. KLIMENT OCHRIDSKI"". CENTAR ZA SLAVJANO-VIZANTIJSKI PROUCVANIJA
IVAN DUJCEV",1311-784X
"GODISNJAK - FILOLOSKI FAKULTET U BEOGRADU. KATEDRA ZA SRPSKU KNJIZEVNOST SA JUZNOSLOVENSKIM
KNJIZEVNOSTIMA",1820-5305
GODISNJAK / UNIVERZITET U SARAJEVU,0352-2695
GOETHE-JAHRBUCH,0323-4207
GOGAKU KYOIKU KENKYU RONSO,0911-8128
GOLDBERG,1886-1903
GORGÒN,2036-8267
GORTANIA,0391-5859
GORTANIA. GEOLOGIA PALEONTOLOGIA PALETNOLOGIA,2038-0410
GOTHIC STUDIES,1362-7937
GÖTTINGER FORUM FÜR ALTERTUMSWISSENSCHAFT,1437-9074
GÖTTINGER FORUM FÜR ALTERTUMSWISSENSCHAFT,1437-9082
GOTTINGER MISZELLEN,0344-385X
GÖTTINGISCHE GELEHRTE ANZEIGEN,0017-1549
GOVERNARE LA PAURA,1974-4935
GOYA,0017-2715
GRADHIVA,0764-8928
GRADIVA,0363-8057
GRAECO-LATINA BRUNENSIA,1803-7402
GRAFICA D'ARTE,1122-6382
GRAGOATÁ,1413-9073
GRAGOATÁ,2358-4114
GRAMMA,1106-1170
GRAMMATA,1974-210X
GREECE & ROME,0017-3835
GREEK AND ROMAN MUSICAL STUDIES,2212-974X
GREEK AND ROMAN MUSICAL STUDIES,2212-9758
"GREEK, ROMAN AND BYZANTINE STUDIES",0017-3916
GREGORIANUM,0017-4114
GREYFRIARS REVIEW,.
GRIPLA,1018-5011
GRISELDAONLINE,1721-4777
GROTTA DELLA VIPERA,1590-3753
GRUPPI,1826-2589
GUG'EO GYOYUG YEON'GU - SEOUL DAEHAG'GYO,1227-8823
GUGONG BOWUYUAN YUANKAN,0452-7402
"GUKJE GORYEO HAKOE SEOUL JIHOE NONMUNJIP -THE JOURNAL OF INTERNATIONAL SOCIETY FOR KOREAN STUDIES IN
SEOUL",1738-7744
GUMANITARNYE ISSLEDOVANIÂ,1818-4936
GUOJI HANXUE,.
GUTENBERG-JAHRBUCH,0072-9094
GUTTADAURO,1720-5425
GYMNASIUM,0342-5231
HA KEILLAH,.
HA!ART,1641-7453
HABIS,0210-7694
HABITAT,1121-2683
HADASHOT ARKHEOLOGIYOT,1565-5334
HADEETH AD-DAR,.
HADTÖRTÉNELMI KÖZLEMÉNYEK,0017-6540
HAGIOGRAPHICA,1124-1225
HAMAZOR,.
HAMELIN,2240-9866
"HANDELINGEN VAN DE KONINKLIJKE KRING VOOR OUDHEIDKUNDE, LETTEREN EN KUNST VAN MECHELEN",0776-2976
HANDEL-JAHRBUCH,0440-0615
HAN'GUGSA HAGBO,1229-6252
HANJUNG EON'EO MUNHWA YEON'GU,1738-0502
HANS-FALLADA-JAHRBUCH,0949-9202
HÀNXUÉ YÁNJIŪ,0254-4466
HÀNXUÉ YÁNJIŪ TŌNGXÙN,0253-2875
HARPSICHORD & FORTEPIANO,1463-0036
HARVARD STUDIES IN CLASSICAL PHILOLOGY,0073-0688
HARVARD THEOLOGICAL REVIEW,1475-4517
HARVARD UKRAINIAN STUDIES,0363-5570
HAWLIYYAT DA'IRAT AL-ATAR AL-'AMMAT,0449-1564
HAWWA,1569-2078
HB,1287-3209
HD'S WEB,1942-0935
HEBBEL JAHRBUCH,0073-1560
HEBENON,2035-1623
HEILBRONNER KLEIST-BLÄTTER,.
HEINE-JAHRBUCH,0073-1692
HEINRICH-MANN-JAHRBUCH,0176-3318
HEL HISTOIRE ÉPISTÉMOLOGIE LANGAGE,1638-1580
HELIKON,0017-999X
HELIKON,1220-6288
HELIOTROPIA,1542-3352
HELLENIKA,0013-6336
HENOCH,0393-6805
HEPHAISTOS,0174-2086
HERESIS,0758-3737
HERMANN HESSE-JAHRBUCH,1865-8903
HERMANN-HESSE-JAHRBUCH,1614-1423
HERMATHENA,0018-0750
HERMENEUTICA,1590-6833
HERMES,0018-0777
HERMES,0767-9513
HERMES,0904-1699
H-ERMES,2284-0753
HERMES. JOURNAL OF LANGUAGE AND COMMUNICATION IN BUSINESS,1903-1785
HEROM,2294-4273
HESPERIA,0018-098X
HESPERIA,1126-7658
HESPERIA,1139-3181
HETEROGLOSSIA,2037-7037
HETHITICA,0776-2666
HEVELIUS' WEBZINE,2037-1306
HEYTHROP JOURNAL,0018-1196
HI.TECH DERMO,1971-0682
HIART,1974-1634
HIGASHIAJIA HIKAKU BUNKA KENKYUU,1349-5631
HIMALAYA,1935-2212
HINDEMITH-JAHRBUCH,0172-956X
HIPPOCAMPE,1962-2015
HIRAM,1827-031X
HIROSHIMA DAIGAKU FURANSU BUNGAKU KENKYŪ,0287-3567
HISPAMÉRICA,0363-0471
HISPANET JOURNAL,1937-8920
HISPANIC HORIZON,0970-7522
HISPANIC REVIEW,0018-2176
HISPANIC REVIEW,1553-0639
HISPANORAMA,0720-1168
HISTOIRE DE L'ART,0992-2059
HISTOIRE ÉPISTÉMOLOGIE LANGAGE,0750-8069
HISTOIRE ET SOCIÉTÉS RURALES,1254-728X
HISTOIRE URBAINE,1628-0482
HISTORIA,0018-2311
HISTORIA ACTUAL ON-LINE,1696-2060
HISTORIA ET IUS,2279-7416
HISTORIA MAGISTRA,2036-4040
HISTÓRIA ORAL,1516-7658
HISTORIA PHILOSOPHICA,1724-6121
HISTORIA RELIGIONUM,2035-5572
HISTORIA SCIENTIARUM,0285-4821
HISTORIA SOCIAL,0214-2570
HISTÓRIA UNISINOS,1519-3861
HISTORÍA Y GRAFÍA,1405-0927
"HISTORIA, ANTROPOLOGÍA Y FUENTES ORALES",1136-1700
HISTORIAE,1697-5456
HISTORIAS FINGIDAS,2284-2667
HISTORICAL METHODS,0161-5440
HISTORICAL REFLECTIONS,0315-7997
HISTORIKA,2039-4985
HISTORIKÀ,2240-774X
HISTORIOGRAPHIA LINGUISTICA,0302-5160
HISTORIOGRAPHIA LINGUISTICA,1569-9781
HISTORISCHE SPRACHFORSCHUNG,0935-3518
HISTORY & THEORY,1565-8163
HISTORY AND PHILOSOPHY OF LOGIC,0144-5340
HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,0391-9714
HISTORY AND THEORY,0018-2656
HISTORY OF EDUCATION,0046-760X
HISTORY OF EDUCATION & CHILDREN'S LITERATURE,1971-1093
HISTORY OF PHOTOGRAPHY,0308-7298
HISTORY OF RELIGIONS,0018-2710
HISTORY WORKSHOP JOURNAL,1363-3554
HISTRIA ANTIQUA,1331-4270
HO THEOLOGOS,0392-1484
HOCHSCHULE UND WEITERBILDUNG,0174-5859
HÖLDERLIN-JAHRBUCH,0340-6849
HOMO,0018-442X
HOMO,1618-1301
HOMO SAPIENS,.
HORIZONS MAGHRÉBINS,0984-2616
HORIZONTE,1430-3922
HORMOS,1972-2672
HORMOS,2036-587X
HORTI HESPERIDUM,2239-4141
HORTUS,2038-6095
HORTUS ARTIUM MEDIEVALIUM,1330-7274
HUACHENG,1000-789X
HUARTE DE SAN JUAN. FILOLOGÍA Y DIDÁCTICA DE LA LENGUA,1885-107X
HUDEBNÍ VĚDA,0018-7003
HUGOYE,1097-3702
HUMAN AFFAIRS,1210-3055
HUMAN ARCHITECTURE,1540-5699
HUMAN EVOLUTION,0393-9375
HUMAN EVOLUTION,1824-310X
HUMAN FACTORS,0018-7208
HUMAN HEREDITY,0001-5652
HUMANISING LANGUAGE TEACHING,1755-9715
HUMANIST STUDIES & THE DIGITAL AGE,2158-3846
HUMANISTICA,1828-2334
HUMANISTICA,1970-2205
HUMANISTICA LOVANIENSIA,0774-2908
HUMANITAS,0018-7461
HUMANITAS,0871-1569
HUMOR,0933-1719
HUNGARIAN JOURNAL OF ENGLISH AND AMERICAN STUDIES,1218-7364
Hvmanitas,2183-1718
HYLLI I DRITËS,1816-5885
HYÔSHÔ,.
HYPERBOREUS,0949-2615
HYPERMEDIA JOYCE STUDIES,1801-1020
HYSTRIO,1121-2691
I BENI CULTURALI,1122-2948
I CARE,0394-817X
I CASTELLI DI YALE,1591-2353
I DIRITTI DELLA SCUOLA,0012-3382
I FOCHI DELLA SAN GIOVANNI,1972-733X
I GEORGOFILI,0367-4134
I PROBLEMI DELLA PEDAGOGIA,0032-9347
I QUADERNI DEL M.AE.S.,1593-8999
I QUADERNI DEL RAMO D'ORO,2035-7524
I QUADERNI DELLA FONDAZIONE UGO DA COMO,.
I QUADERNI DELL'INGEGNERE,1720-5328
I QUADERNI DI CULTURA DEL GALVANI,2281-082X
I TATTI STUDIES,0393-5949
IACOBUS,1137-2397
IANUA. REVISTA PHILOLOGICA ROMANICA,1616-413X
IASL ONLINE,1612-0442
IBERIA,1989-8525
IBERIA GIUDAICA,.
IBÉRICA,1139-7241
IBEROAMERICA GLOBAL,1565-9615
IBEROROMANIA,0019-0993
IBEROROMANIA,1865-9039
IBLA,0018-862X
IBSEN STUDIES,1502-1866
ICAME JOURNAL,0801-5775
ICONOCRAZIA,2240-760X
ICONOGRAPHICA,1720-1764
IDEAS,0896-1441
IDEE,0394-3054
IDENTITIES,1070-289X
"İDIL",2146-9903
IDV-MAGAZIN,.
IDV-RUNDBRIEF,1431-5181
IEE CONFERENCE PUBLICATION,0537-9989
IEEE SIGNAL PROCESSING LETTERS,1070-9908
IEEE SIGNAL PROCESSING MAGAZINE,1053-5888
IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,0361-1434
I'EO'I MUNHAG,1598-5598
IF,1797-0695
IGITUR,1120-9658
IGUANA ROJA,.
IHU ON-LINE,1981-8793
IJDL-INTERNATIONAL JOURNAL OF DIACHRONIC LINGUISTICS AND LINGUISTIC RECONSTRUCTION,1614-5291
I'JUNG EON'EOHAG,1229-1757
IKALA REVISTA DE LENGUAJE Y CULTURA,0123-3432
IKON,0019-1744
IKON,1846-8551
IL 996,1826-8234
IL BANCO DI LETTURA,.
IL BELLI,1720-6197
IL BIANCO E IL NERO,1127-3925
IL CAFFÈ ILLUSTRATO,1592-7652
IL CANNOCCHIALE,0008-5618
IL CANTASTORIE,.
IL CAPITALE CULTURALE,2039-2362
IL CASTELLO DI ELSINORE,0394-9389
IL CONFRONTO LETTERARIO,0394-994X
IL CONVIVIO,2036-6957
IL CRISTALLO,0011-1449
IL GALLO SILVESTRE,.
IL GIANNONE,2281-4256
IL GIAPPONE,0390-6647
IL GIORNALE DELL'E-LEARNING,1971-9604
IL GIORNALE DI CHIRURGIA,0391-9005
IL GIORNALE ITALIANO DI PSICOLOGIA DELLO SPORT,1722-8530
IL LETTORE DI PROVINCIA,0024-1350
IL MAR NERO,1125-3878
IL MAUROLICO,2036-5896
IL MESTIERE DI STORICO,1594-3836
IL MINOTAURO,2037-4216
IL MONTE ANALOGO,1825-5051
IL MULINO,0027-3120
IL NOME NEL TESTO,1591-7622
IL NOME NEL TESTO,2282-5649
IL NUOVO BARETTI,.
IL NUOVO CIMENTO C,2037-4909
IL NUOVO SPETTATORE,.
IL PENSIERO,0031-4811
IL PENSIERO POLITICO,0031-4846
IL POLITICO,0032-325X
IL POLO,0032-3667
IL PONTE,0032-423X
IL PONTE,0707-4239
IL PORTOLANO,1972-7321
IL PRESENTE E LA STORIA,1121-7499
IL QUATERNARIO,0394-3356
IL SAGGIATORE MUSICALE,1123-8615
IL SEGNALE,0393-9464
IL TOLOMEO,1594-1930
IL VELTRO,0042-3254
IL VERRI,0506-7715
ILHA DO DESTERRO,0101-4846
ILLINOIS CLASSICAL STUDIES,0363-1923
ILLUMINAZIONI,2037-609X
"'ILU",1135-4712
ILUMINACE,0862-397X
IM GESPRÄCH,1616-6094
IM@GO,2281-8138
IMAFRONTE,0213-392X
IMAGE & NARRATIVE,1780-678X
IMAGE PROCESSING,0969-6008
IMAGES RE-VUES,1778-3801
IMAGINATIONS,1918-8439
IMAGO,2038-5536
IMAGO AMERICAE,1850-1176
IMAGO MUNDI,0308-5694
IMAGO MUSICAE,0255-8831
IMMAGINE,1128-7101
IMMEDIATIONS,1742-7444
IMPACKT,.
IMPOSSIBILIA,2174-2464
IMPRESSIONS D'EXTRÊME-ORIENT,2107-027X
IMPRÉVUE,0242-5149
IN BINOS ACTUS LUMINA,1722-5485
IN COGNITO,1777-5957
IN FORMA DI PAROLE,.
IN OLTRE,1120-3382
INCANTATIO,2228-1355
INCHIESTA,0046-8819
INCIDENZA DELL'ANTICO,1971-2995
INCIPIT,0326-0941
INCONTRI,0169-3379
INCONTRI LINGUISTICI,0390-2412
INCONTRI TRIESTINI DI FILOLOGIA CLASSICA,1827-4854
INCROCI,2281-1583
INDEX. QUADERNI CAMERTI DI STUDI ROMANISTICI,0392-2391
INDIAN JOURNAL OF HISTORY OF SCIENCE,0019-5235
INDOGAKU BUKKYOGAKU KENKYU,0019-4344
INDOGERMANISCHE FORSCHUNGEN,0019-7262
INDO-IRANIAN JOURNAL,0019-7246
INDOLOGICA TAURINENSIA,1023-3881
INDUSTRIAL ARCHAEOLOGY REVIEW,0309-0728
INDUSTRIAL ARCHAEOLOGY REVIEW,1745-8196
INDUZIONI,1120-690X
INFAD,0214-9877
INFANZIA,0390-2420
INFO DAF. INFORMATIONEN DEUTSCH ALS FREMDSPRACHE,0724-9616
INFOAMÉRICA,1889-6251
INFORMAL LOGIC,0824-2577
INFORMATICA E DIRITTO,0390-0975
INFORMATICA UMANISTICA,2035-6323
INFORMATION SCIENCES,0020-0255
INFORMATIONEN ZUR DEUTSCHDIDAKTIK,0721-9954
INFORMATORE BOTANICO ITALIANO,0020-0697
IN-FORMAZIONE,1970-6723
INFORMAZIONE BIBLIOGRAFICA,0391-6812
INFORMAZIONE ORGANISTICA,1724-4315
INFORMILO POR INTERLINGVISTOJ,1385-2191
INFOTEKA,1450-9687
INFRARED PHYSICS & TECHNOLOGY,1350-4495
INKOJ,2037-4550
INNOVAZIONE E DIRITTO,1825-9871
INNOVAZIONI,.
INSCHIBBOLETH,.
INSEGNARE,.
INSERTO DIDATTICO DI BABYLONIA,1420-1658
INSIDE GNSS,1559-503X
INSTRUMENTUM,1680-0443
INSULA,.
INSULA,0020-4536
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES,1934-9491
INTELLIGENCIÂ I MIR,1993-3959
INTELLIGENZA ARTIFICIALE,1724-8035
INTEMELION,2280-8426
INTERACTIONS,1757-2681
INTER-AMERICAN MUSIC REVIEW,0195-6655
INTER-ASIA CULTURAL STUDIES,1464-9373
INTERCÂMBIO,0873-366X
INTERCÂMBIO,1413-4055
INTERCOMPREENSÃO,0872-3893
INTERCULTURAL COMMUNICATION,1404-1634
INTERCULTURAL PRAGMATICS,1612-295X
INTERCULTURE,1825-7518
INTERCULTUREL,.
INTERCULTUREL FRANCOPHONIES,.
INTERDIPENDENZA,.
INTERDISCIPLINARIA ARCHAEOLOGICA,1804-848X
INTERDISCIPLINARY JOURNAL OF GERMANIC LINGUISTIC AND SEMIOTIC ANALYSIS,1087-5557
INTERDISCIPLINARY STUDIES IN LITERATURE AND ENVIRONMENT,1076-0962
INTERFACES,1164-6225
INTERFÉRENCES ARS SCRIBENDI,1777-5485
INTERFÉRENCES LITTÉRAIRES,2031-2970
INTERFRANCOPHONIES,2038-5943
INTERLINGÜÍSTICA,1134-8941
INTERLITTERARIA,1406-0701
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,0964-8305
INTERNATIONAL CLIL RESEARCH JOURNAL,1797-948X
INTERNATIONAL COMMENTARY ON EVIDENCE,1554-4567
INTERNATIONAL GRAMSCI JOURNAL,1836-6554
INTERNATIONAL GRAMSCI SOCIETY NEWSLETTER,.
INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW,0952-8059
INTERNATIONAL JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL INFORMATION SYSTEMS,1947-3192
INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS,0020-7071
INTERNATIONAL JOURNAL OF ANTHROPOLOGY,0393-9383
INTERNATIONAL JOURNAL OF APPLIED GLASS SCIENCE,2041-1286
INTERNATIONAL JOURNAL OF APPLIED SEMIOTICS,1488-0733
INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE,1558-3058
INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE,1558-3066
INTERNATIONAL JOURNAL OF ARTS AND TECHNOLOGY,1754-8853
INTERNATIONAL JOURNAL OF BILINGUAL EDUCATION AND BILINGUALISM,1367-0050
INTERNATIONAL JOURNAL OF BILINGUALISM,1367-0069
INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,0141-8130
INTERNATIONAL JOURNAL OF BUSINESS & ECONOMICS,1543-1614
INTERNATIONAL JOURNAL OF CANADIAN STUDIES,1180-3991
INTERNATIONAL JOURNAL OF CHINESE CULTURE AND MANAGEMENT,1752-1270
INTERNATIONAL JOURNAL OF COMIC ART,1531-6793
INTERNATIONAL JOURNAL OF COMMUNICATION,1932-8036
INTERNATIONAL JOURNAL OF COMPARATIVE LABOUR LAW AND INDUSTRIAL RELATIONS,0952-617X
INTERNATIONAL JOURNAL OF COMPUTER GAMES TECHNOLOGY,1687-7047
INTERNATIONAL JOURNAL OF CONTEMPORARY IRAQI STUDIES,1751-2867
INTERNATIONAL JOURNAL OF CORPUS LINGUISTICS,1384-6655
INTERNATIONAL JOURNAL OF CORPUS LINGUISTICS,1569-9811
INTERNATIONAL JOURNAL OF CULTURAL POLICY,1028-6632
INTERNATIONAL JOURNAL OF CULTURAL STUDIES,1367-8779
INTERNATIONAL JOURNAL OF DESIGN,1991-3761
INTERNATIONAL JOURNAL OF DIGITAL LITERACY AND DIGITAL COMPETENCE,1947-3494
INTERNATIONAL JOURNAL OF DIGITAL TELEVISION,2040-4182
INTERNATIONAL JOURNAL OF DISTANCE EDUCATION TECHNOLOGIES,1539-3100
INTERNATIONAL JOURNAL OF ECODYNAMICS,1743-5242
INTERNATIONAL JOURNAL OF ENVIRONMENT AND HEALTH,1743-4963
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,1365-8816
INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS,0219-8878
INTERNATIONAL JOURNAL OF GEOPHYSICS,1687-885X
INTERNATIONAL JOURNAL OF HERITAGE IN THE DIGITAL ERA,2047-4970
INTERNATIONAL JOURNAL OF HOSPITALITY & TOURISM ADMINISTRATION,1525-6480
INTERNATIONAL JOURNAL OF HUMAN AND SOCIAL SCIENCES,2010-4081
INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,1071-5819
INTERNATIONAL JOURNAL OF HUMANITIES AND ARTS COMPUTING,1753-8548
