TITOLO,ISSN
L'EDUCAZIONE DEI SORDI,1120-5393
LEFT HISTORY,1192-1927
LEGAL ROOTS,2280-4994
LEIPZIGER SPORTWISSENSCHAFTLICHE BEITRÄGE,0941-5270
LEITMOTIV,1720-3716
LEND. LINGUA E NUOVA DIDATTICA,1121-5291
LENDEMAINS,0170-3803
L'ENDOCRINOLOGO,1590-170X
LER HISTÓRIA,0870-6182
LES ANNALES DE LA RECHERCHE URBAINE,0180-930X
"LES ATELIERS DE L'ETHIQUE,",1718-9977
LES C@HIERS DE PSYCHOLOGIE POLITIQUE,1776-274X
LES CAHIERS ALHIM,1628-6731
LES CAHIERS DE LA SÉCURITÉ,1774-475X
LES CAHIERS DE RECITS,1769-9592
LES CAHIERS DE TUNISIE,0008-0012
LES CAHIERS D'HISTOIRE SOCIALE,1249-2469
LES CAHIERS DU CREDAM,1770-4162
LES CAHIERS DU CRHIPA,1297-3785
LES CAHIERS PHILOSOPHIQUES DE STRASBOURG,1254-5740
LES DOSSIERS DU GRIHL,1958-9247
LES ÉTUDES CLASSIQUES,0014-200X
LES ÉTUDES PHILOSOPHIQUES,0014-2166
LES SCIENCES DE L'ÉDUCATION POUR L'ÈRE NOUVELLE,0755-9593
LESBIAKA,0457-5679
L'ESOPO,0392-9752
L'ESPRESSIONE,.
LESSICO DI ETICA PUBBLICA,2039-2206
LETHAIA,0024-1164
LETRAS,1519-3985
LETTERA INTERNAZIONALE,1592-2898
LETTERA MATEMATICA PRISTEM,1593-5884
LETTERATURA & ARTE,1724-613X
LETTERATURA ITALIANA CONTEMPORANEA,1128-241X
LETTERATURE D'AMERICA,1125-1743
LETTERATURE STRANIERE &,2038-6389
LETTERE ITALIANE,0024-1334
LETTERS IN APPLIED NANOBIOSCIENCE,2284-6808
LETTRE CLANDESTINE,1242-3912
LETTRE DE LIAISON,1827-2258
LETTURE URBINATI DI POLITICA E STORIA,1128-840X
L'EUROPE EN FORMATION,0014-2808
LEUSSEIN,1974-5818
LEV SHESTOV JOURNAL,1369-9636
LEVANTE,0024-1504
LEVIA GRAVIA,1591-7630
LEVIATHAN,1525-6995
LEX FAMILIAE,1645-9660
LEX HUMANA,2175-0947
LEXIA,1720-5298
LEXICON PHILOSOPHICUM,1120-2904
LEXICON. STORIE E ARCHITETTURA IN SICILIA,1827-3416
LEXIS,2210-8823
LG ARGOMENTI,1974-6652
L'HOMME,0339-543X
L'HOMME,0439-4216
L'HOMME,1953-8103
L'HOMME ET LA SOCIÉTÉ,0018-4306
L'HOMME. EUROPÄISCHE ZEITSCHRIFT FÜR FEMINISTISCHE GESCHICHTSWISSENSCHAFT,1016-362X
LI.B.E.R. LIBRI PER BAMBINI E RAGAZZI,1120-4095
LIAS,0304-0003
LIBER ANNUUS,0081-8933
LIBER QUARTERLY,1435-5205
LIBERAAL REVEIL,0167-0883
LIBERAZIONI,1825-6465
LIBERTAS MATHEMATICA,0278-5307
LIBRARY MANAGEMENT,0143-5124
LIBRARY PHILOSOPHY AND PRACTICE,1522-0222
LIBRARY QUARTERLY,0024-2519
LIBRARY TRENDS,0024-2594
LIBRI,0024-2667
LIBRI E DOCUMENTI,0390-1009
LIBRI E RIVISTE D'ITALIA,0024-2683
LIBRI ET LIBERI,1848-3488
LIBURNA,1889-1128
L'IDOMENEO,2038-0313
LIEN SOCIAL ET POLITIQUES RIAC,1204-3206
LIEUX COMMUNS,1779-5885
LIFE SPAN AND DISABILITY,2035-5963
LIFELONG LEARNING IN EUROPE,1239-6826
LILI. ZEITSCHRIFT FUER LITERATURWISSENSCHAFT UND LINGUISTIK,0049-8653
L'IMMAGINE RIFLESSA,0391-2973
L'IMPEGNO,0393-8638
LINACRE QUARTERLY,0024-3639
LINEE DEL DAU,.
L'INFORMATION GÉOGRAPHIQUE,0020-0093
LINGUA E STILE,0024-385X
LINGUAE &,1724-8698
LINGUAGENS EDUCAÇÃO E SOCIEDADE,1518-0743
LINGUE DEL MONDO,0024-3876
LINGUE E LINGUAGGI,2239-0359
LINGUE E LINGUAGGI,2239-0367
LINGUE E LINGUAGGIO,1720-9331
LINGUIST LIST,1068-4875
LINGUISTIC ANALYSIS,0098-9053
LINGUISTIC AND PHILOSOPHICAL INVESTIGATIONS,1841-2394
LINGUISTIC INQUIRY,0024-3892
LINGUISTIC VARIATION YEARBOOK,1568-1483
LINGUISTICA COMPUTAZIONALE,0392-6907
LINGUISTICA E LETTERATURA,0392-6915
LINGUISTICA SILESIANA,0208-4228
LINGUISTICA ZERO,2038-8675
LINGUISTICS,1613-396X
LINGUISTICS AND PHILOSOPHY,0165-0157
LINGUISTICS AND PHILOSOPHY,1573-0549
LINKS,1594-5359
L'INSEGNAMENTO DELLA MATEMATICA E DELLE SCIENZE INTEGRATE,1123-7570
L'INTEGRAZIONE SCOLASTICA E SOCIALE,1720-996X
L'ITALIA DIALETTALE,0085-2295
L'ITALIA FORESTALE E MONTANA,0021-2776
LITERATUR FÜR LESER,0343-1657
LITERATUR UND KRITIK,0024-466X
LITERATURA,0133-2368
LITERATURA FOIRO,0393-2907
LIT'ERAT'URULI DZIEBANI,1512-0732
LITTERAE CAELESTES,1825-9189
LITTERATURES CLASSIQUES,0992-5279
LIVESTOCK SCIENCE,1871-1413
"LIVRET - ECOLE PRATIQUE DES HAUTES ÉTUDES. 4E SECTION, SCIENCES HISTORIQUES ET PHILOLOGIQUES",0766-0677
LIVRET-ANNUAIRE - ECOLE PRATIQUE DES HAUTES ÉTUDES. SECTION DES SCIENCES HISTORIQUES ET PHILOLOGIQUES,0292-0980
LLENYDDIAETH MEWN THEORI,1747-7476
LLL,2279-9001
LMS JOURNAL OF COMPUTATION AND MATHEMATICS,1461-1570
LNCS TRANSACTIONS ON EDUTAINMENT,1867-7207
LO FLAMBO'-LE FLAMBEAU,1724-9589
LO PSICOLOGO,0393-9057
LO SGUARDO,2036-6558
LO SQUADERNO,1973-9141
L'OBSERVATOIRE,1165-2675
LOCAL ENVIRONMENT,1354-9839
LOCKE STUDIES,1476-0290
LODZ PAPERS IN PRAGMATICS,1895-6106
LOGIC AND LOGICAL PHILOSOPHY,1425-3305
LOGIC AND PHILOSOPHY OF SCIENCE,1826-1043
LOGIC JOURNAL OF THE IGPL,1367-0751
LOGIC JOURNAL OF THE IGPL,1368-9894
LOGICA UNIVERSALIS,1661-8297
LOGICAL METHODS IN COMPUTER SCIENCE,1860-5974
LOGIQUE ET ANALYSE,0024-5836
LOGO,1577-5089
LOGOPEDIA E COMUNICAZIONE,1825-6724
LOGOS,0024-5887
LOGOS,0104-9933
LOGOS,1575-6866
LOGOS,1970-058X
LOGOS,1970-058X
LOGOS AND LANGUAGE,1439-9849
L'OMBRA,1126-0653
LOS LIBROS DE LA CORTE,1989-6425
L'OSPITE INGRATO,1590-5608
LOUVAIN STUDIES,0024-6964
LRABER HASARAKAKAN GITUT‘YUNNERI,0320-8117
LUDICA,1126-0890
LUDUS VITALIS,1133-5165
L'ULISSE,1973-2740
LUMIÈRES,1762-4630
L'UNIVERSO,0042-0409
L'UOMO,.
L'UOMO,1125-5862
LUX,0024-7669
M.E.R. OM MONTESSORI,2000-1290
M@PPEMONDE,1769-7298
MAANDSCHRIFT ECONOMIE,0013-0486
MACRAMÈ,1971-6249
MACROECONOMIC DYNAMICS,1365-1005
MAGAZINE LITTÉRAIRE,0024-9807
MAGAZZINO DI FILOSOFIA,1592-5919
MÁGINA,1136-7768
MAGYAR FILOZOFIAI SZEMLE,0025-0090
MAGYAR PEDAGÓGIA,0025-0260
MAGYAR TERMINOLÓGIA,1789-9486
MAIA,0025-0538
MAITARDI,.
MALTRATTAMENTO E ABUSO ALL'INFANZIA,1591-4267
MALTRATTAMENTO E ABUSO DELL'INFANZIA,1972-5140
MAMLŪK STUDIES REVIEW,1947-2404
MANAGEMENT & ORGANIZATIONAL HISTORY,1744-9359
MANAGEMENT RESEARCH AND PRACTICE,2067-2462
MANCHESTER SCHOOL,1463-6786
MANTICHORA,2240-5380
MANUSCRIPTA,0025-2603
MANUSCRITO,0100-6045
MANUSCRITS. UNIVERSITAT AUTÓNOMA DE BARCELONA,0213-2397
MARACANAN,1807-989X
MARBURGER JAHRBUCH FUER KUNSTWISSENSCHAFT,0342-121X
MARCIANUM,1825-991X
MARGINALITÀ E SOCIETÀ,.
MARIANUM,1128-689X
MARINE BIODIVERSITY RECORDS,1755-2672
MARINE ENVIRONMENTAL RESEARCH,0141-1136
MARITIME POLICY AND MANAGEMENT,0308-8839
MARTOR,1224-6271
MARXISMO OGGI,2239-5253
MARXISTISCHE BLATTER,0542-7770
MASKE UND KOTHURN,0025-4606
MATERIA GIUDAICA,2282-4499
MATERIAL RELIGION,1743-2200
MATERIALI - DIPARTIMENTO DI GEOGRAFIA. UNIVERSITÀ DI PADOVA,1120-9704
MATERIALI DI DISCUSSIONE,.
MATERIALI DI ESTETICA,2283-558X
MATERIALI E DISCUSSIONI PER L'ANALISI DEI TESTI CLASSICI,0392-6338
MATERIALI PER IL PIACERE DELLA PSICOANALISI,0394-8102
MATERIALI PER UNA STORIA DELLA CULTURA GIURIDICA,1120-9607
MATERIAUX POUR L'HISTOIRE DE NOTRE TEMPS,0769-3206
MATÉRIAUX POUR L'HISTOIRE DE NOTRE TEMPS,1952-4226
MATHEMATICA SLOVACA,0139-9918
MATHEMATICAL LOGIC QUARTERLY,0942-5616
MATHEMATICAL LOGIC QUARTERLY,1521-3870
MATHEMATICAL METHODS IN THE APPLIED SCIENCES,0170-4214
MATHEMATICAL MODELS AND METHODS IN APPLIED SCIENCES,0218-2025
MATHEMATICAL PROBLEMS IN ENGINEERING,1024-123X
MATHEMATICAL REVIEWS,0025-5629
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,0960-1295
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,1469-8072
MATHÉMATIQUES & SCIENCES HUMAINES,1950-6821
MATHEMATISCHE NACHRICHTEN,0025-584X
MATHEMATISCHE SEMESTERBERICHTE,0720-728X
MATHEMATISCHE ZEITSCHRIFT,0025-5874
MÁTHESIS,0872-0215
MATHESIS - DIALOGO FRA SAPERI,1828-6054
MATRIZES,1982-2073
MDIR. MONUMENTIDIROMA,1722-8840
MEASUREMENT,0263-2241
MECHANISMS OF AGEING AND DEVELOPMENT,0047-6374
MÉDECINE. BIOLOGIE. ENVIRONNEMENT,0302-0800
MEDEDELINGEN VAN DE STICHTING JACOB CAMPO WEYERMAN,0167-4609
MEDEDELINGEN VAN HET NEDERLANDS INSTITUUT TE ROME,0169-6572
MEDIA EDUCATION,2038-3002
MEDIAEVAL SOPHIA,1970-1950
MEDIAEVAL STUDIES,0076-5872
MEDIAEVALIA,0361-946X
MEDIAEVISTIK,0934-7453
MEDIATORS OF INFLAMMATION,0962-9351
MEDIC. METODOLOGIA DIDATTICA E INNOVAZIONE CLINICA,1824-3991
MEDIC. METODOLOGIA E DIDATTICA CLINICA,1122-1909
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0140-0118
MEDICAL ANTHROPOLOGY,0145-9740
MEDICAL DECISION MAKING,0272-989X
MEDICAL EDUCATION,0308-0110
MEDICAL HISTORY,0025-7273
MEDICAL PRINCIPLES AND PRACTICE,1011-7571
MEDICAL TEACHER,0142-159X
MEDICINA,0392-6516
MEDICINA & STORIA,1722-2206
MEDICINA DEL LAVORO,0025-7818
MEDICINA DELLE DIPENDENZE,2039-7925
MEDICINA DELLE TOSSICODIPENDENZE,1125-9345
MEDICINA DELLO SPORT,0025-7826
MEDICINA E CHIRURGIA,2279-7068
MEDICINA E MORALE,0025-7834
MEDICINA NEI SECOLI,0025-7877
MEDICINA NEI SECOLI. ARTE E SCIENZA,0394-9001
MEDICINA PSICOSOMATICA,0025-7893
MEDICINA SPORTIVA,1841-0162
"MEDICINA Y ÉTICA:REVISTA INTERNACIONAL DE BIOÉTICA, DEONTOLOGÍA Y ÉTICA MÉDICA",0188-5022
MEDICINE & SCIENCE IN SPORTS & EXERCISE,1530-0315
MEDICINE AND LAW,0723-1393
MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,0195-9131
MEDICINE STUDIES,1876-4533
"MEDICINE, HEALTH CARE AND PHILOSOPHY",1386-7423
MEDIEKULTUR,1901-9726
MEDIEVAL ENCOUNTERS,1380-7854
MEDIEVAL ENCOUNTERS,1570-0674
MEDIEVAL SERMON STUDIES,1366-0691
MÉDIÉVALES,0751-2708
MEDIEVALISMO,1131-8155
MEDIOEVO,1125-6893
MEDIOEVO E RINASCIMENTO,0394-7858
MEDIOEVO GRECO,1593-456X
MEDIOEVO LETTERARIO D'ITALIA,1724-9090
MEDIOEVO ROMANZO,0390-0711
MEDIOEVO SAGGI E RASSEGNE,1127-2279
MEDIOEVO: RIVISTA DI STORIA DELLA FILOSOFIA MEDIEVALE,0391-2566
MEDISCHE ANTROPOLOGIE,0925-4374
MEDIT,1120-6403
MEDITERRANEA,1827-0506
MEDITERRANEA,2039-1242
MEDITERRANEA. RICERCHE STORICHE,1824-3010
MEDITERRANEA. RICERCHE STORICHE,1828-230X
MEDITERRANEAN ARCHAEOLOGY & ARCHAEOMETRY,1108-9628
MEDITERRANEAN CHRONICLE,1791-9266
MEDITERRANEAN HISTORICAL REVIEW,0951-8967
MEDITERRANEAN JOURNAL OF CLINICAL PSYCHOLOGY,2282-1619
MEDITERRANEAN JOURNAL OF EDUCATIONAL STUDIES,1024-5375
MEDITERRANEAN JOURNAL OF SOCIAL SCIENCES,2039-2117
MEDITERRANEAN JOURNAL OF SOCIAL SCIENCES,2039-9340
MEDITERRANEAN POLITICS,1362-9395
MEDITERRANEAN REVIEW,2005-0836
MEDITERRANEE REVUE GEOGRAPHIQUE DES PAYS MEDITERRANEENS,0025-8296
MEDITERRANEO ANTICO,1127-6061
MEDIZIN UND IDEOLOGIE,.
MEI ZHONG GONG GONG GUAN LI,1548-6591
MEISTER-ECKHART-JAHRBUCH,2196-6915
MELANGES DE LA CASA DE VELAZQUEZ,0076-230X
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ANTIQUITÉ,0223-5102
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ITALIE ET MÉDITERRANÉE,1123-9891
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ITALIE ET MÉDITERRANÉE,1724-2142
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. MOYEN AGE,1123-9883
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. MOYEN AGE,1724-2150
MÉLANGES DE L'UNIVERSITÉ SAINT-JOSEPH,0253-164X
MEMINI. TRAVAUX ET DOCUMENTS,1484-2254
MÉMOIRE VIVE,1141-8001
MEMORIA,0123-0336
MEMORIA E RICERCA,1127-0195
MEMORIA ETHNOLOGICA,1582-8573
MEMORIA STORICA,1125-3886
MEMORIA Y SOCIEDAD,0122-5197
"MEMORIA, CONOCIMIENTO Y UTOPÍA",1870-8811
MEMORIA/MEMORIE,.
MEMORIE DELLA ACCADEMIA LUNIGIANESE DI SCIENZE GIOVANNI CAPELLINI,1826-1221
MEMORIE DELLA ACCADEMIA LUNIGIANESE DI SCIENZE GIOVANNI CAPELLINI. SCIENZE STORICHE E MORALI,1590-1319
MEMORIE DELLA SOCIETA' ASTRONOMICA ITALIANA,0037-8720
MEMORIE DELLA SOCIETÀ ASTRONOMICA ITALIANA,1824-016X
MEMORIE DELLA SOCIETÀ ASTRONOMICA ITALIANA SUPPLEMENTI,1824-0178
MEMORIE DELLA SOCIETÀ GEOGRAFICA ITALIANA,0391-5190
MEMORIE DESCRITTIVE DELLA CARTA GEOLOGICA D'ITALIA,0536-0242
MEMORIE DOMENICANE,1121-9343
MEMORIE FUORI SERIE DEL MUSEO CIVICO DI STORIA NATURALE DI VERONA,0507-5785
MEMORIE GEOGRAFICHE,.
MEMORIE STORICHE FOROGIULIESI,0392-1476
MEMORIE VALDARNESI,1122-3901
MEMORY & COGNITION,0090-502X
MEMORY STUDIES,1750-6980
MEMORY STUDIES,1750-6999
MEN AND MASCULINITIES,1097-184X
MENTAL,1370-6063
MERIDIANA,0394-4115
MERIDIANA,1973-2244
MERIDIONE. SUD E NORD NEL MONDO,1594-5472
MEROPE,1121-0613
MESOPOTAMIA,0076-6615
MESSANA,0461-9080
META,0026-0452
META,1492-1421
"META: RESEARCH IN HERMENEUTICS, PHENOMENOLOGY AND PRACTICAL PHILOSOPHY",2067-3655
METABASIS.IT,1828-1567
"METABOLISM, CLINICAL AND EXPERIMENTAL",0026-0495
METALOGICON,1594-6916
METAPHYSICA,1437-2053
METASCIENCE,0815-0796
MÉTHEXIS,0327-0289
METHODE,2281-0498
METHODUS,1018-5070
METIS,2240-9580
MÉTIS,0995-3310
MÈTODE,1133-3987
METODO,2281-9177
METROLOGIA,1681-7575
METRONOMIE,1123-4679
MEZZOSECOLO,0393-4055
MHNH,1578-4517
MICROBIOLOGIA MEDICA,1120-0146
MICROLOGUS,1123-2560
MICRON,2239-9623
MICROSTORIA,1826-1485
MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,0895-2477
MICROWAVE JOURNAL,0192-6225
MIDDLE EASTERN STUDIES,0026-3206
MIDDLE EASTERN STUDIES,1743-7881
MIDLAND HISTORY,0047-729X
MIGRACIONES & EXILIOS,1577-3256
MIGRATION LETTERS,1741-8984
MIGRATIONS MAGAZINES,2032-7145
MIGRATIONS SOCIETE,0995-7367
MIHAG YE'SULHAG YEON'GU,1229-0246
MIL NEUF CENT,1146-1225
MILLENNIUM,1867-0318
MILLIARIUM,1594-7483
MIMESIS JOURNAL,2279-7203
MIND,0026-4423
MIND,1460-2113
MIND & LANGUAGE,0268-1064
MIND & LANGUAGE,1468-0017
MIND & SOCIETY,1593-7879
MIND AND MATTER,1611-8812
"MIND, BRAIN AND EDUCATION",1751-228X
"MIND, BRAIN, AND EDUCATION",1751-2271
MINDS AND MACHINES,0924-6495
MINERVA,1827-6172
MINERVA PSICHIATRICA,0391-1772
MINERVA STOMATOLOGICA,0026-4970
MING QING YANJIU,1724-8574
MINORI GIUSTIZIA,1121-2845
MIR I POLITIKA,2073-8161
MISCELANEA COMILLAS,0210-9522
MISCELLANEA DI STUDI STORICI,0581-1643
MISCELLANEA FRANCESCANA,0026-587X
MISCELLANEA FRANCISCANA SALENTINA,1127-0187
MISCELLANEA MARCIANA,0394-7866
MISCELLANEA STORICA DELLA VALDELSA,0026-5888
MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,1381-2386
MITTEILUNGEN,1860-6717
MITTEILUNGEN DES KUNSTHISTORISCHES INSTITUTES FLORENZ,0342-1201
MNATOBI,0132-599X
MNEME AMMENTOS,.
MNEMOSYNE,0026-7074
MNEMOSYNE O LA COSTRUZIONE DEL SENSO,2031-8502
MOBILITIES,1745-0101
MOBILITIES,1745-011X
MODÉLISATION MATHÉMATIQUE ET ANALYSE NUMÉRIQUE,0764-583X
MODERN ASIAN STUDIES,0026-749X
MODERN ASIAN STUDIES,1469-8099
MODERN AUSTRIAN LITERATURE,0026-7503
MODERN CHINA,0097-7004
MODERN CHINA,1552-6836
MODERN ITALY,1353-2944
MODERN JUDAISM,0276-1114
MODERN LOGIC,1047-5982
MODERN PHILOLOGY,0026-8232
MODERNA,1128-6326
MOLECULAR CELL,1097-2765
MOLECULAR MEDICINE REPORTS,1791-3004
MOLECULAR PHARMACEUTICS,1543-8384
MOLECULAR THERAPY,1525-0016
MOLIMO. QUADERNI DI ANTROPOLOGIA CULTURALE ED ETNOMUSICOLOGIA,.
MONATSHEFTE FÜR MATHEMATIK,0026-9255
MONDES CONTEMPORAINS,2258-7772
MONDI MIGRANTI,1972-4888
MONDO 3,1123-072X
MONDO CINESE,0390-2811
MONDO CONTEMPORANEO,1825-8905
MONDO DIGITALE,1720-898X
MONDO LADINO,1121-1121
MONDO VOC,1720-7347
MONDOGIS,1128-8175
MONFERRATO ARTE E STORIA,2038-5838
MONTAGE/AV,0942-4954
MONTAIGNE STUDIES,1049-2917
MONTESQUIEU.IT,2037-5115
MORPHÉ. CIENCIAS DEL LENGUAJE,0188-9788
MORPHOLOGY,1871-5621
MORUS,1808-561X
MOSAICI,2040-1884
MOTIVATION AND EMOTION,0146-7239
MOTOR CONTROL,1087-1640
MOUSEION,1981-7207
MOUVEMENT SOCIAL,0027-2671
MOVIMENTO,1518-0344
Movimento (UFRGS),0104-754X
MOVIMENTO OPERAIO E SOCIALISTA,0027-2817
MR,1827-1995
MUENCHENER THEOLOGISCHE ZEITSCHRIFT,0580-1400
MULTIAGENT AND GRID SYSTEMS,1574-1702
MULTIDISCIPLINARY RESPIRATORY MEDICINE,1828-695X
MULTILINGUISMO E SOCIETÀ,2036-4482
MULTITUDES,0292-0107
MULTIVERSO,1826-6010
MUNERA,2280-5036
MURATORIANA ONLINE,2240-2705
MUSCLE & NERVE,0148-639X
MUSCLE & NERVE,1097-4598
MUSEOLOGIA SCIENTIFICA,1123-265X
MUSEUM HELVETICUM,0027-4054
MUSIC EDUCATION RESEARCH,1461-3808
MUSICA DOMANI,0391-4380
MUSICA E STORIA,1127-0063
MUSICA THEORICA. SPECTRUM,1720-0903
MUSICA/REALTA',2280-4242
MUSICAE SCIENTIAE,1029-8649
MUSIK & AESTHETIK,1432-9425
MWÀ VÉÉ,1250-7776
MYCOLOGICAL RESEARCH,0953-7562
MYCOPATHOLOGIA,0301-486X
MYTHOS,1972-2516
NABU. NOUVELLES ASSYRIOLOGIQUES BRÈVES ET UTILITAIRES,0989-5671
NAE,2038-4548
NANOETHICS,1871-4757
NANOSCALE RESEARCH LETTERS,1556-276X
NAQD,1111-4371
NARCOMAFIE,1127-9117
NARRARE I GRUPPI,2281-8960
NARRARE IL GRUPPO. PROSPETTIVE CLINICHE E SOCIALI,.
NATIONALISM & ETHNIC POLITICS,1353-7113
NATIONALITIES PAPERS,0090-5992
NATURA,0369-6243
NATURAL COMPUTING,1567-7818
NATURAL LANGUAGE AND LINGUISTIC THEORY,0167-806X
NATURAL LANGUAGE ENGINEERING,1351-3249
NATURAL LANGUAGE SEMANTICS,0925-854X
NATURAL LANGUAGE SEMANTICS,1572-865X
NATURALISTA SICILIANO,0394-0063
NATURE,0028-0836
NATURE + CULTURE,1558-6073
NATURE BIOTECHNOLOGY,1087-0156
NATURE CLIMATE CHANGE,1758-678X
NATURE GENETICS,1061-4036
NATURE NEUROSCIENCE,1097-6256
NATURE REVIEWS. NEUROLOGY,1759-4758
NATURE REVIEWS. NEUROSCIENCE,1471-003X
NEA ROMI. RIVISTA DI RICERCHE BIZANTINISTICHE,1970-2345
NEOCLASSICO,1124-3104
NEOHELICON,1588-2810
NEOS,.
NÉPRAJZI LÁTÓHATÁR,1215-8097
NETWORK,0954-898X
NETWORKS,0028-3045
NETWORKS AND HETEROGENEOUS MEDIA,1556-1801
NEUE POLITISCHE LITERATUR,0028-3320
NEURAL COMPUTATION,0899-7667
NEURAL NETWORK WORLD,1210-0552
NEURAL NETWORKS,0893-6080
NEURAL PROCESSING LETTERS,1370-4621
NEUROCASE,1355-4794
NEUROCOMPUTING,0925-2312
NEUROETHICS,1874-5490
NEUROETHICS,1874-5504
NEUROGENETICS,1364-6745
NEUROIMAGE,1053-8119
NEUROLOGICAL SCIENCES,1590-1874
NEUROPSYCHIATRIC DISEASE AND TREATMENT,1176-6328
NEUROPSYCHOLOGIA,0028-3932
NEUROREPORT,0959-4965
NEUROSCIENCE,0306-4522
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,0149-7634
NEUROSCIENCE IMAGING,1556-4010
NEUROSCIENCE LETTERS,0304-3940
NEUROSURGERY,0148-396X
NEUROTOXICOLOGY,0161-813X
NEVELÉSTÖRTÉNET,1785-5519
NEW DIRECTIONS FOR CHILD AND ADOLESCENT DEVELOPMENT,1520-3247
NEW GENETICS AND SOCIETY,1463-6778
NEW IDEAS IN PSYCHOLOGY,0732-118X
NEW LIBRARY WORLD,0307-4803
NEW LITERARY HISTORY,0028-6087
NEW MEDIT,1594-5685
NEW TESTAMENT STUDIES,0028-6885
NEW TESTAMENT STUDIES,1469-8145
NEW VICO STUDIES,0733-9542
NEW YEARBOOK FOR PHENOMENOLOGY AND PHENOMENOLOGICAL PHILOSOPHY,1533-7472
NEW ZEALAND JOURNAL OF MATHEMATICS,1171-6096
NEXUS NETWORK JOURNAL,1590-5896
NIETZSCHE-STUDIEN,0342-1422
NMCD. NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,1590-3729
NODEA-NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS,1021-9722
NÓEMA,2239-5474
NOESIS,1275-7691
NÓESIS,0188-9834
NONLINEAR ANALYSIS,0362-546X
NORDICUM-MEDITERRANEUM,1670-6242
NORSK FILOSOFISK TIDSSKRIFT,0029-1943
NORTHEAST AFRICAN STUDIES,0740-9133
NOTA BENE,1721-565X
NOTES AND QUERIES,0029-3970
NOTES AND RECORDS OF THE ROYAL SOCIETY OF LONDON,0035-9149
NOTES ET DOCUMENTS,0394-2821
NOTIZIARIO DELLA UNIONE MATEMATICA ITALIANA,0393-0998
"NOTIZIARIO DELL'UFFICIO NAZIONALE PER L'EDUCAZIONE, LA SCUOLA E L'UNIVERSITÀ",.
NOTIZIE DA PALAZZO ALBANI,0391-4364
NOTIZIE DELLA SCUOLA,2038-0534
NOTIZIE DI POLITEIA,1128-2401
NOTIZIE DI STORIA,1590-427X
NOTRE DAME JOURNAL OF FORMAL LOGIC,0029-4527
NOTRE DAME PHILOSOPHICAL REVIEWS,1538-1617
NOUS,1468-0068
NOUS,1575-488X
NOÛS,0029-4624
NOUVEAU BULLETIN DE LA SOCIÉTÉ INTERNATIONALE DES AMIS DE MONTAIGNE,1965-2348
NOUVELLE ECOLE,0048-0967
NOUVELLE REVUE THEOLOGIQUE,0029-4845
NOUVELLES DE LA RÉPUBLIQUE DES LETTRES,0392-2332
NOVA AFRICA,1136-0437
NOVA ET VETERA,1542-7315
NOVA HISTORICA,1972-0467
NOVA TELLUS,0185-3058
NOVARIEN,0078-253X
NOVECENTO,0752-2878
NOVUM TESTAMENTUM,0048-1009
NOVUM TESTAMENTUM,1568-5365
NTM,0036-6978
NUEVO FORO PENAL,0120-8179
NUEVO MUNDO-MUNDOS NUEVOS,1626-0252
NUMEN,0029-5973
NUMEN,1568-5276
NUNCIUS,0394-7394
NUNCIUS,1825-3911
NUOVA ATLETICA,1828-1354
NUOVA CIVILTÀ DELLE MACCHINE,1970-9714
NUOVA CORRENTE,0029-6155
NUOVA CORVINA,1218-9472
NUOVA ECONOMIA E STORIA,1126-0998
NUOVA INFORMAZIONE BIBLIOGRAFICA,1824-0771
NUOVA MUSEOLOGIA,1828-1591
"NUOVA RASSEGNA DI LEGISLAZIONE, DOTTRINA E GIURISPRUDENZA",0392-7059
NUOVA RIVISTA DI LETTERATURA ITALIANA,1590-7929
NUOVA RIVISTA STORICA,0029-6236
NUOVA SECONDARIA,1828-4582
NUOVA STORIA CONTEMPORANEA,1126-098X
NUOVE ARTI TERAPIE,2240-5062
NUOVE EFFEMERIDI,0394-6487
NUOVI ANNALI DELLA SCUOLA SPECIALE PER ARCHIVISTI E BIBLIOTECARI,1122-0775
NUOVI ARGOMENTI,0029-6295
NUOVI ORIZZONTI,2036-7139
NUOVI STUDI FANESI,1125-8799
NUOVI STUDI LIVORNESI,1591-7770
NUOVI STUDI POLITICI,0391-4356
NUOVO ALBERO A ELICA,1122-1992
NUOVO BOLLETTINO CIRSE,1972-6562
NUOVO PROGETTO,.
NUTRITION,0899-9007
O PROFESSOR,0870-841X
OBERWOLFACH REPORTS,1660-8933
OBESITY,1930-7381
OBRADOIRO DE HISTORIA MODERNA,1133-0481
OBSERVATORIO MEDIOAMBIENTAL,1139-1987
